questionId,trade_count,q1,q2,q3,q4,setA,setB,setN,active
675,3,F,T,F,F,F,F,T,N
678,2,F,F,T,F,F,F,T,N
678,2,F,F,F,T,F,F,T,N
679,29,T,F,F,F,T,F,F,Y
679,10,F,T,F,F,T,F,F,N
680,3,T,F,F,F,F,F,T,N
681,5,T,F,F,F,F,T,F,N
681,3,F,T,F,F,F,T,F,Y
681,1,F,F,T,F,F,T,F,N
681,17,F,F,F,T,F,T,F,Y
682,2,T,F,F,F,F,F,T,N
682,6,F,T,F,F,F,F,T,N
682,2,F,F,T,F,F,F,T,N
682,3,F,F,F,T,F,F,T,N
683,4,T,F,F,F,F,F,T,N
683,0,F,T,F,F,F,F,T,N
683,4,F,F,T,F,F,F,T,N
684,53,T,F,F,F,T,F,F,Y
684,26,F,T,F,F,T,F,F,N
684,54,F,F,T,F,T,F,F,Y
684,19,F,F,F,T,T,F,F,N
688,3,T,F,F,F,F,F,T,N
688,0,F,T,F,F,F,F,T,N
688,0,F,F,T,F,F,F,T,N
688,5,F,F,F,T,F,F,T,N
689,4,T,F,F,F,F,F,T,N
693,10,F,T,F,F,T,F,F,N
694,6,T,F,F,F,F,F,T,N
694,6,F,T,F,F,F,F,T,N
696,7,T,F,F,F,F,F,T,N
696,8,F,T,F,F,F,F,T,N
697,9,T,F,F,F,F,F,T,N
697,26,F,T,F,F,F,F,T,N
697,14,F,F,T,F,F,F,T,N
697,2,F,F,F,T,F,F,T,N
701,6,F,F,F,T,F,F,T,N
702,88,T,F,F,F,T,F,F,Y
702,23,F,T,F,F,T,F,F,N
703,2,T,F,F,F,F,T,F,N
703,17,F,T,F,F,F,T,F,Y
703,3,F,F,T,F,F,T,F,N
704,22,T,F,F,F,T,F,F,Y
704,24,F,T,F,F,T,F,F,N
705,9,T,F,F,F,F,T,F,N
705,45,F,T,F,F,F,T,F,Y
706,81,T,F,F,F,T,F,F,Y
706,15,F,T,F,F,T,F,F,N
706,78,F,F,T,F,T,F,F,Y
706,27,F,F,F,T,T,F,F,N
708,10,T,F,F,F,F,T,F,N
708,17,F,T,F,F,F,T,F,Y
708,3,F,F,T,F,F,T,F,N
708,17,F,F,F,T,F,T,F,Y
709,5,F,T,F,F,F,F,T,N
709,2,F,F,T,F,F,F,T,N
709,45,F,F,F,T,F,F,T,N
710,47,T,F,F,F,T,F,F,Y
710,9,F,T,F,F,T,F,F,N
711,14,T,F,F,F,F,F,T,N
712,3,F,F,T,F,F,F,T,N
712,8,F,F,F,T,F,F,T,N
714,4,T,F,F,F,F,F,T,N
715,29,T,F,F,F,T,F,F,Y
715,3,F,T,F,F,T,F,F,N
717,32,T,F,F,F,F,T,F,N
717,36,F,T,F,F,F,T,F,Y
717,7,F,F,T,F,F,T,F,N
717,41,F,F,F,T,F,T,F,Y
718,18,T,F,F,F,F,T,F,N
718,43,F,T,F,F,F,T,F,Y
719,12,T,F,F,F,T,F,F,Y
719,13,F,T,F,F,T,F,F,N
720,47,T,F,F,F,T,F,F,Y
720,35,F,T,F,F,T,F,F,N
720,34,F,F,T,F,T,F,F,Y
721,9,T,F,F,F,F,F,T,N
721,9,F,T,F,F,F,F,T,N
721,10,F,F,T,F,F,F,T,N
721,6,F,F,F,T,F,F,T,N
723,3,T,F,F,F,F,T,F,N
723,9,F,T,F,F,F,T,F,Y
723,1,F,F,T,F,F,T,F,N
723,5,F,F,F,T,F,T,F,Y
724,26,T,F,F,F,T,F,F,Y
724,10,F,T,F,F,T,F,F,N
724,53,F,F,T,F,T,F,F,Y
724,13,F,F,F,T,T,F,F,N
725,3,T,F,F,F,F,F,T,N
725,2,F,T,F,F,F,F,T,N
725,3,F,F,T,F,F,F,T,N
725,4,F,F,F,T,F,F,T,N
726,31,T,F,F,F,T,F,F,Y
726,17,F,T,F,F,T,F,F,N
726,27,F,F,T,F,T,F,F,Y
726,16,F,F,F,T,T,F,F,N
727,26,T,F,F,F,F,T,F,N
727,10,F,T,F,F,F,T,F,Y
727,1,F,F,T,F,F,T,F,N
727,19,F,F,F,T,F,T,F,Y
729,8,T,F,F,F,F,F,T,N
729,11,F,T,F,F,F,F,T,N
729,3,F,F,T,F,F,F,T,N
731,9,T,F,F,F,F,F,T,N
731,6,F,T,F,F,F,F,T,N
731,7,F,F,T,F,F,F,T,N
731,5,F,F,F,T,F,F,T,N
732,13,T,F,F,F,F,T,F,N
732,20,F,T,F,F,F,T,F,Y
732,5,F,F,T,F,F,T,F,N
732,14,F,F,F,T,F,T,F,Y
733,19,T,F,F,F,F,T,F,N
733,35,F,T,F,F,F,T,F,Y
734,2,T,F,F,F,F,F,T,N
734,4,F,T,F,F,F,F,T,N
740,4,T,F,F,F,F,F,T,N
741,19,T,F,F,F,T,F,F,Y
741,19,F,T,F,F,T,F,F,N
741,44,F,F,T,F,T,F,F,Y
742,8,T,F,F,F,F,F,T,N
742,7,F,T,F,F,F,F,T,N
742,2,F,F,T,F,F,F,T,N
742,5,F,F,F,T,F,F,T,N
745,15,T,F,F,F,T,F,F,Y
745,2,F,T,F,F,T,F,F,N
745,7,F,F,T,F,T,F,F,Y
745,2,F,F,F,T,T,F,F,N
748,24,T,F,F,F,F,F,T,N
748,20,F,T,F,F,F,F,T,N
748,17,F,F,T,F,F,F,T,N
748,5,F,F,F,T,F,F,T,N
749,9,T,F,F,F,F,F,T,N
749,0,F,T,F,F,F,F,T,N
749,3,F,F,T,F,F,F,T,N
753,3,F,F,F,T,F,F,T,N
755,9,T,F,F,F,F,F,T,N
755,2,F,T,F,F,F,F,T,N
755,1,F,F,T,F,F,F,T,N
755,12,F,F,F,T,F,F,T,N
756,2,T,F,F,F,F,F,T,N
757,7,T,F,F,F,F,F,T,N
757,0,F,T,F,F,F,F,T,N
757,2,F,F,T,F,F,F,T,N
757,3,F,F,F,T,F,F,T,N
760,6,T,F,F,F,F,F,T,N
761,4,T,F,F,F,F,T,F,N
761,10,F,T,F,F,F,T,F,Y
762,6,T,F,F,F,F,F,T,N
768,16,T,F,F,F,F,F,T,N
769,6,T,F,F,F,F,F,T,N
769,3,F,T,F,F,F,F,T,N
769,5,F,F,T,F,F,F,T,N
769,3,F,F,F,T,F,F,T,N
771,18,T,F,F,F,F,F,T,N
771,22,F,T,F,F,F,F,T,N
771,8,F,F,T,F,F,F,T,N
771,3,F,F,F,T,F,F,T,N
772,10,T,F,F,F,F,F,T,N
772,11,F,T,F,F,F,F,T,N
772,6,F,F,T,F,F,F,T,N
772,3,F,F,F,T,F,F,T,N
774,45,T,F,F,F,T,F,F,Y
774,10,F,T,F,F,T,F,F,N
774,27,F,F,T,F,T,F,F,Y
776,27,T,F,F,F,F,T,F,N
776,28,F,T,F,F,F,T,F,Y
776,16,F,F,T,F,F,T,F,N
776,19,F,F,F,T,F,T,F,Y
777,10,T,F,F,F,F,F,T,N
777,5,F,T,F,F,F,F,T,N
777,9,F,F,T,F,F,F,T,N
777,9,F,F,F,T,F,F,T,N
778,7,T,F,F,F,F,F,T,N
786,11,T,F,F,F,T,F,F,Y
786,7,F,T,F,F,T,F,F,N
787,5,T,F,F,F,F,T,F,N
787,11,F,T,F,F,F,T,F,Y
787,1,F,F,T,F,F,T,F,N
787,16,F,F,F,T,F,T,F,Y
789,9,T,F,F,F,F,T,F,N
791,50,T,F,F,F,T,F,F,Y
791,11,F,T,F,F,T,F,F,N
792,8,T,F,F,F,F,T,F,N
792,9,F,T,F,F,F,T,F,Y
792,8,F,F,T,F,F,T,F,N
792,25,F,F,F,T,F,T,F,Y
793,8,T,F,F,F,T,F,F,Y
793,2,F,T,F,F,T,F,F,N
793,12,F,F,T,F,T,F,F,Y
793,5,F,F,F,T,T,F,F,N
794,7,T,F,F,F,F,T,F,N
794,6,F,T,F,F,F,T,F,Y
794,2,F,F,T,F,F,T,F,N
794,26,F,F,F,T,F,T,F,Y
795,2,T,F,F,F,F,F,T,N
795,3,F,T,F,F,F,F,T,N
798,2,F,F,F,T,F,F,T,N
799,9,T,F,F,F,F,F,T,N
799,3,F,F,T,F,F,F,T,N
801,50,T,F,F,F,T,F,F,Y
801,21,F,T,F,F,T,F,F,N
802,5,T,F,F,F,F,T,F,N
802,23,F,T,F,F,F,T,F,Y
802,4,F,F,T,F,F,T,F,N
802,13,F,F,F,T,F,T,F,Y
803,11,T,F,F,F,F,T,F,N
803,28,F,T,F,F,F,T,F,Y
803,2,F,F,T,F,F,T,F,N
804,8,T,F,F,F,F,F,T,N
804,7,F,T,F,F,F,F,T,N
804,5,F,F,T,F,F,F,T,N
804,7,F,F,F,T,F,F,T,N
806,8,T,F,F,F,F,F,T,N
812,74,T,F,F,F,F,F,T,N
812,14,F,T,F,F,F,F,T,N
813,29,T,F,F,F,F,F,T,N
813,12,F,T,F,F,F,F,T,N
816,17,T,F,F,F,T,F,F,Y
816,7,F,T,F,F,T,F,F,N
816,13,F,F,T,F,T,F,F,Y
816,6,F,F,F,T,T,F,F,N
817,8,T,F,F,F,F,T,F,N
817,2,F,T,F,F,F,T,F,Y
817,21,F,F,F,T,F,T,F,Y
818,24,T,F,F,F,T,F,F,Y
818,18,F,T,F,F,T,F,F,N
818,122,F,F,T,F,T,F,F,Y
819,21,T,F,F,F,T,F,F,Y
819,23,F,T,F,F,T,F,F,N
819,52,F,F,T,F,T,F,F,Y
820,2,T,F,F,F,F,F,T,N
820,3,F,T,F,F,F,F,T,N
821,3,T,F,F,F,F,F,T,N
821,3,F,T,F,F,F,F,T,N
822,49,T,F,F,F,T,F,F,Y
822,8,F,T,F,F,T,F,F,N
822,7,F,F,T,F,T,F,F,Y
822,3,F,F,F,T,T,F,F,N
824,4,T,F,F,F,F,F,T,N
825,4,T,F,F,F,F,F,T,N
827,17,T,F,F,F,F,F,T,N
827,2,F,T,F,F,F,F,T,N
827,1,F,F,T,F,F,F,T,N
827,3,F,F,F,T,F,F,T,N
835,7,T,F,F,F,F,T,F,N
837,23,T,F,F,F,F,T,F,N
837,47,F,T,F,F,F,T,F,Y
837,7,F,F,T,F,F,T,F,N
837,28,F,F,F,T,F,T,F,Y
838,10,T,F,F,F,F,T,F,N
838,52,F,T,F,F,F,T,F,Y
838,5,F,F,T,F,F,T,F,N
839,12,T,F,F,F,T,F,F,Y
839,14,F,T,F,F,T,F,F,N
839,42,F,F,T,F,T,F,F,Y
841,7,T,F,F,F,F,F,T,N
842,90,T,F,F,F,T,F,F,Y
842,36,F,T,F,F,T,F,F,N
842,39,F,F,T,F,T,F,F,Y
842,15,F,F,F,T,T,F,F,N
844,2,F,T,F,F,F,F,T,N
844,3,F,F,T,F,F,F,T,N
844,2,F,F,F,T,F,F,T,N
845,4,T,F,F,F,F,T,F,N
845,3,F,T,F,F,F,T,F,Y
845,3,F,F,T,F,F,T,F,N
845,38,F,F,F,T,F,T,F,Y
846,5,F,T,F,F,F,T,F,Y
848,3,T,F,F,F,F,T,F,N
848,4,F,T,F,F,F,T,F,Y
850,5,T,F,F,F,F,F,T,N
851,16,T,F,F,F,T,F,F,Y
851,5,F,T,F,F,T,F,F,N
851,14,F,F,T,F,T,F,F,Y
851,2,F,F,F,T,T,F,F,N
853,238,T,F,F,F,T,F,F,Y
856,53,T,F,F,F,T,F,F,Y
856,8,F,T,F,F,T,F,F,N
857,2,T,F,F,F,F,T,F,N
857,18,F,T,F,F,F,T,F,Y
857,4,F,F,T,F,F,T,F,N
857,28,F,F,F,T,F,T,F,Y
858,20,T,F,F,F,T,F,F,Y
858,7,F,T,F,F,T,F,F,N
858,15,F,F,T,F,T,F,F,Y
858,8,F,F,F,T,T,F,F,N
859,4,T,F,F,F,F,T,F,N
859,8,F,T,F,F,F,T,F,Y
859,5,F,F,T,F,F,T,F,N
859,36,F,F,F,T,F,T,F,Y
860,8,T,F,F,F,F,T,F,N
860,6,F,T,F,F,F,T,F,Y
860,0,F,F,T,F,F,T,F,N
860,14,F,F,F,T,F,T,F,Y
861,9,T,F,F,F,F,T,F,N
861,36,F,T,F,F,F,T,F,Y
861,5,F,F,T,F,F,T,F,N
861,5,F,F,F,T,F,T,F,Y
862,6,F,T,F,F,F,T,F,Y
862,2,F,F,T,F,F,T,F,N
862,18,F,F,F,T,F,T,F,Y
863,44,T,F,F,F,T,F,F,Y
863,16,F,T,F,F,T,F,F,N
863,35,F,F,T,F,T,F,F,Y
863,3,F,F,F,T,T,F,F,N
864,7,F,T,F,F,F,F,T,N
864,76,F,F,T,F,F,F,T,N
864,10,F,F,F,T,F,F,T,N
865,10,T,F,F,F,F,T,F,N
865,32,F,T,F,F,F,T,F,Y
865,8,F,F,T,F,F,T,F,N
865,11,F,F,F,T,F,T,F,Y
866,9,T,F,F,F,F,T,F,N
866,6,F,T,F,F,F,T,F,Y
866,9,F,F,T,F,F,T,F,N
866,12,F,F,F,T,F,T,F,Y
867,15,T,F,F,F,F,T,F,N
867,54,F,T,F,F,F,T,F,Y
868,5,F,F,T,F,F,F,T,N
868,9,F,F,F,T,F,F,T,N
875,20,T,F,F,F,T,F,F,Y
875,5,F,T,F,F,T,F,F,N
875,41,F,F,T,F,T,F,F,Y
876,27,T,F,F,F,T,F,F,Y
876,7,F,T,F,F,T,F,F,N
876,17,F,F,T,F,T,F,F,Y
877,2,T,F,F,F,F,T,F,N
877,9,F,T,F,F,F,T,F,Y
877,3,F,F,T,F,F,T,F,N
878,10,F,T,F,F,F,T,F,Y
878,4,F,F,T,F,F,T,F,N
879,2,F,T,F,F,F,F,T,N
879,2,F,F,T,F,F,F,T,N
879,5,F,F,F,T,F,F,T,N
880,13,T,F,F,F,F,T,F,N
880,96,F,T,F,F,F,T,F,Y
880,12,F,F,T,F,F,T,F,N
880,10,F,F,F,T,F,T,F,Y
888,7,F,F,T,F,F,F,T,N
894,11,T,F,F,F,F,T,F,N
895,15,T,F,F,F,T,F,F,Y
895,17,F,T,F,F,T,F,F,N
895,12,F,F,T,F,T,F,F,Y
895,6,F,F,F,T,T,F,F,N
896,3,T,F,F,F,F,T,F,N
896,3,F,T,F,F,F,T,F,Y
896,1,F,F,T,F,F,T,F,N
896,6,F,F,F,T,F,T,F,Y
897,132,T,F,F,F,T,F,F,Y
898,21,T,F,F,F,F,T,F,N
899,42,T,F,F,F,F,T,F,N
900,24,T,F,F,F,T,F,F,Y
900,11,F,T,F,F,T,F,F,N
900,89,F,F,T,F,T,F,F,Y
900,34,F,F,F,T,T,F,F,N
901,13,T,F,F,F,F,T,F,N
901,19,F,T,F,F,F,T,F,Y
901,3,F,F,T,F,F,T,F,N
901,26,F,F,F,T,F,T,F,Y
902,20,T,F,F,F,F,F,T,N
902,1,F,T,F,F,F,F,T,N
902,11,F,F,T,F,F,F,T,N
905,68,T,F,F,F,T,F,F,Y
905,11,F,T,F,F,T,F,F,N
905,42,F,F,T,F,T,F,F,Y
905,1,F,F,F,T,T,F,F,N
906,11,T,F,F,F,F,T,F,N
906,108,F,T,F,F,F,T,F,Y
906,12,F,F,T,F,F,T,F,N
907,13,T,F,F,F,F,T,F,N
907,93,F,T,F,F,F,T,F,Y
907,11,F,F,T,F,F,T,F,N
908,58,T,F,F,F,F,F,T,N
909,8,T,F,F,F,F,F,T,N
909,4,F,T,F,F,F,F,T,N
909,9,F,F,T,F,F,F,T,N
909,31,F,F,F,T,F,F,T,N
910,24,T,F,F,F,T,F,F,Y
910,8,F,T,F,F,T,F,F,N
910,54,F,F,T,F,T,F,F,Y
912,2,T,F,F,F,F,F,T,N
912,2,F,T,F,F,F,F,T,N
912,1,F,F,T,F,F,F,T,N
912,2,F,F,F,T,F,F,T,N
914,2,T,F,F,F,F,F,T,N
914,5,F,T,F,F,F,F,T,N
916,5,T,F,F,F,F,F,T,N
916,3,F,T,F,F,F,F,T,N
916,1,F,F,T,F,F,F,T,N
917,29,T,F,F,F,F,T,F,N
917,105,F,T,F,F,F,T,F,Y
917,18,F,F,T,F,F,T,F,N
918,174,T,F,F,F,T,F,F,Y
918,67,F,T,F,F,T,F,F,N
918,63,F,F,T,F,T,F,F,Y
919,44,F,F,T,F,F,F,T,N
919,17,F,F,F,T,F,F,T,N
920,59,T,F,F,F,T,F,F,Y
922,72,T,F,F,F,T,F,F,Y
923,38,T,F,F,F,T,F,F,Y
924,4,T,F,F,F,F,T,F,N
924,25,F,T,F,F,F,T,F,Y
924,8,F,F,T,F,F,T,F,N
924,1,F,F,F,T,F,T,F,Y
925,166,T,F,F,F,T,F,F,Y
926,45,T,F,F,F,T,F,F,Y
926,1,F,T,F,F,T,F,F,N
926,40,F,F,T,F,T,F,F,Y
926,36,F,F,F,T,T,F,F,N
927,62,T,F,F,F,T,F,F,Y
927,9,F,T,F,F,T,F,F,N
927,56,F,F,T,F,T,F,F,Y
927,2,F,F,F,T,T,F,F,N
928,12,F,T,F,F,F,T,F,Y
928,3,F,F,T,F,F,T,F,N
928,4,F,F,F,T,F,T,F,Y
929,11,T,F,F,F,T,F,F,Y
929,2,F,T,F,F,T,F,F,N
929,16,F,F,T,F,T,F,F,Y
929,21,F,F,F,T,T,F,F,N
931,14,T,F,F,F,T,F,F,Y
931,4,F,T,F,F,T,F,F,N
931,4,F,F,T,F,T,F,F,Y
931,1,F,F,F,T,T,F,F,N
932,6,T,F,F,F,F,T,F,N
932,6,F,T,F,F,F,T,F,Y
932,1,F,F,T,F,F,T,F,N
932,2,F,F,F,T,F,T,F,Y
933,15,T,F,F,F,T,F,F,Y
933,3,F,T,F,F,T,F,F,N
933,18,F,F,T,F,T,F,F,Y
933,2,F,F,F,T,T,F,F,N
934,14,T,F,F,F,F,T,F,N
934,1,F,F,T,F,F,T,F,N
935,5,T,F,F,F,F,F,T,N
936,27,T,F,F,F,T,F,F,Y
936,19,F,T,F,F,T,F,F,N
936,16,F,F,T,F,T,F,F,Y
937,14,T,F,F,F,F,T,F,N
937,65,F,T,F,F,F,T,F,Y
938,15,T,F,F,F,F,F,T,N
940,86,T,F,F,F,T,F,F,Y
940,31,F,T,F,F,T,F,F,N
940,82,F,F,T,F,T,F,F,Y
942,15,T,F,F,F,T,F,F,Y
942,1,F,T,F,F,T,F,F,N
942,42,F,F,T,F,T,F,F,Y
942,13,F,F,F,T,T,F,F,N
943,5,T,F,F,F,T,F,F,Y
943,4,F,T,F,F,T,F,F,N
943,83,F,F,T,F,T,F,F,Y
943,16,F,F,F,T,T,F,F,N
944,8,T,F,F,F,T,F,F,Y
944,1,F,T,F,F,T,F,F,N
944,9,F,F,T,F,T,F,F,Y
944,2,F,F,F,T,T,F,F,N
947,42,T,F,F,F,F,T,F,N
947,34,F,T,F,F,F,T,F,Y
948,12,T,F,F,F,F,T,F,N
948,61,F,T,F,F,F,T,F,Y
948,29,F,F,T,F,F,T,F,N
948,37,F,F,F,T,F,T,F,Y
949,8,T,F,F,F,F,T,F,N
949,22,F,T,F,F,F,T,F,Y
949,11,F,F,T,F,F,T,F,N
949,21,F,F,F,T,F,T,F,Y
951,6,F,T,F,F,F,T,F,Y
951,18,F,F,T,F,F,T,F,N
951,6,F,F,F,T,F,T,F,Y
952,28,T,F,F,F,F,T,F,N
952,40,F,T,F,F,F,T,F,Y
952,7,F,F,T,F,F,T,F,N
953,25,F,T,F,F,F,T,F,Y
953,37,F,F,T,F,F,T,F,N
953,4,F,F,F,T,F,T,F,Y
954,16,F,T,F,F,F,T,F,Y
954,16,F,F,T,F,F,T,F,N
954,22,F,F,F,T,F,T,F,Y
956,7,F,T,F,F,F,T,F,Y
956,4,F,F,T,F,F,T,F,N
956,7,F,F,F,T,F,T,F,Y
957,98,T,F,F,F,T,F,F,Y
957,9,F,T,F,F,T,F,F,N
957,3,F,F,T,F,T,F,F,Y
958,43,T,F,F,F,T,F,F,Y
958,7,F,T,F,F,T,F,F,N
958,25,F,F,T,F,T,F,F,Y
959,22,T,F,F,F,T,F,F,Y
959,1,F,T,F,F,T,F,F,N
959,54,F,F,T,F,T,F,F,Y
959,16,F,F,F,T,T,F,F,N
961,11,T,F,F,F,T,F,F,Y
961,6,F,T,F,F,T,F,F,N
961,16,F,F,T,F,T,F,F,Y
961,2,F,F,F,T,T,F,F,N
962,73,T,F,F,F,T,F,F,Y
962,8,F,T,F,F,T,F,F,N
962,4,F,F,T,F,T,F,F,Y
963,34,T,F,F,F,T,F,F,Y
963,3,F,T,F,F,T,F,F,N
963,23,F,F,T,F,T,F,F,Y
964,22,T,F,F,F,T,F,F,Y
964,1,F,T,F,F,T,F,F,N
964,54,F,F,T,F,T,F,F,Y
964,20,F,F,F,T,T,F,F,N
966,8,T,F,F,F,T,F,F,Y
966,5,F,T,F,F,T,F,F,N
966,13,F,F,T,F,T,F,F,Y
966,2,F,F,F,T,T,F,F,N
967,19,T,F,F,F,F,T,F,N
967,12,F,T,F,F,F,T,F,Y
968,2,T,F,F,F,F,T,F,N
968,39,F,T,F,F,F,T,F,Y
968,23,F,F,T,F,F,T,F,N
968,3,F,F,F,T,F,T,F,Y
969,8,F,T,F,F,F,T,F,Y
969,4,F,F,T,F,F,T,F,N
969,13,F,F,F,T,F,T,F,Y
971,33,F,T,F,F,F,T,F,Y
971,3,F,F,T,F,F,T,F,N
971,2,F,F,F,T,F,T,F,Y
972,43,T,F,F,F,F,T,F,N
972,23,F,T,F,F,F,T,F,Y
973,46,F,T,F,F,F,T,F,Y
973,34,F,F,T,F,F,T,F,N
973,5,F,F,F,T,F,T,F,Y
974,18,F,T,F,F,F,T,F,Y
974,3,F,F,T,F,F,T,F,N
974,14,F,F,F,T,F,T,F,Y
975,15,F,T,F,F,F,T,F,Y
975,9,F,F,T,F,F,T,F,N
975,11,F,F,F,T,F,T,F,Y
977,108,T,F,F,F,T,F,F,Y
977,32,F,T,F,F,T,F,F,N
977,11,F,F,T,F,T,F,F,Y
978,55,T,F,F,F,T,F,F,Y
978,7,F,T,F,F,T,F,F,N
978,39,F,F,T,F,T,F,F,Y
978,5,F,F,F,T,T,F,F,N
979,23,T,F,F,F,T,F,F,Y
979,1,F,T,F,F,T,F,F,N
979,51,F,F,T,F,T,F,F,Y
979,12,F,F,F,T,T,F,F,N
981,4,T,F,F,F,T,F,F,Y
982,62,T,F,F,F,F,T,F,N
982,104,F,T,F,F,F,T,F,Y
982,12,F,F,T,F,F,T,F,N
983,7,T,F,F,F,F,T,F,N
983,32,F,T,F,F,F,T,F,Y
983,34,F,F,T,F,F,T,F,N
983,16,F,F,F,T,F,T,F,Y
984,3,F,T,F,F,F,T,F,Y
984,15,F,F,T,F,F,T,F,N
984,28,F,F,F,T,F,T,F,Y
986,2,F,T,F,F,F,T,F,Y
986,12,F,F,T,F,F,T,F,N
986,6,F,F,F,T,F,T,F,Y
987,95,T,F,F,F,T,F,F,Y
987,31,F,T,F,F,T,F,F,N
987,141,F,F,T,F,T,F,F,Y
988,25,T,F,F,F,T,F,F,Y
988,6,F,T,F,F,T,F,F,N
988,82,F,F,T,F,T,F,F,Y
988,6,F,F,F,T,T,F,F,N
989,20,T,F,F,F,T,F,F,Y
989,1,F,T,F,F,T,F,F,N
989,23,F,F,T,F,T,F,F,Y
989,16,F,F,F,T,T,F,F,N
991,6,T,F,F,F,T,F,F,Y
991,2,F,T,F,F,T,F,F,N
991,17,F,F,T,F,T,F,F,Y
991,3,F,F,F,T,T,F,F,N
992,5,T,F,F,F,F,F,T,N
993,3,F,T,F,F,F,F,T,N
994,57,F,T,F,F,F,F,T,N
994,24,F,F,T,F,F,F,T,N
994,4,F,F,F,T,F,F,T,N
995,2,F,T,F,F,F,F,T,N
995,1,F,F,T,F,F,F,T,N
995,5,F,F,F,T,F,F,T,N
996,2,T,F,F,F,F,F,T,N
996,4,F,T,F,F,F,F,T,N
996,3,F,F,T,F,F,F,T,N
996,16,F,F,F,T,F,F,T,N
999,4,F,F,F,T,F,F,T,N
1001,8,T,F,F,F,F,F,T,N
1002,5,T,F,F,F,F,F,T,N
1002,1,F,T,F,F,F,F,T,N
1002,4,F,F,T,F,F,F,T,N
1002,1,F,F,F,T,F,F,T,N
1003,2,T,F,F,F,F,F,T,N
1003,2,F,T,F,F,F,F,T,N
1004,179,T,F,F,F,T,F,F,Y
1004,15,F,T,F,F,T,F,F,N
1004,74,F,F,T,F,T,F,F,Y
1004,2,F,F,F,T,T,F,F,N
1006,4,T,F,F,F,F,F,T,N
1006,2,F,T,F,F,F,F,T,N
1006,12,F,F,T,F,F,F,T,N
1007,3,T,F,F,F,T,F,F,Y
1007,0,F,T,F,F,T,F,F,N
1007,8,F,F,T,F,T,F,F,Y
1007,12,F,F,F,T,T,F,F,N
1008,0,T,F,F,F,F,T,F,N
1008,6,F,T,F,F,F,T,F,Y
1008,4,F,F,T,F,F,T,F,N
1008,23,F,F,F,T,F,T,F,Y
1009,4,F,T,F,F,F,T,F,Y
1009,5,F,F,T,F,F,T,F,N
1009,14,F,F,F,T,F,T,F,Y
1010,3,T,F,F,F,T,F,F,Y
1010,1,F,T,F,F,T,F,F,N
1010,9,F,F,T,F,T,F,F,Y
1010,14,F,F,F,T,T,F,F,N
1011,4,T,F,F,F,T,F,F,Y
1011,1,F,T,F,F,T,F,F,N
1011,5,F,F,T,F,T,F,F,Y
1011,13,F,F,F,T,T,F,F,N
1012,5,F,T,F,F,F,T,F,Y
1012,4,F,F,T,F,F,T,F,N
1012,26,F,F,F,T,F,T,F,Y
1013,2,F,T,F,F,F,T,F,Y
1013,7,F,F,T,F,F,T,F,N
1013,4,F,F,F,T,F,T,F,Y
1014,2,T,F,F,F,T,F,F,Y
1014,2,F,T,F,F,T,F,F,N
1014,4,F,F,T,F,T,F,F,Y
1014,8,F,F,F,T,T,F,F,N
1015,1,F,T,F,F,F,T,F,Y
1015,4,F,F,T,F,F,T,F,N
1015,17,F,F,F,T,F,T,F,Y
1016,3,T,F,F,F,T,F,F,Y
1016,1,F,T,F,F,T,F,F,N
1016,6,F,F,T,F,T,F,F,Y
1016,8,F,F,F,T,T,F,F,N
1017,2,F,T,F,F,F,F,T,N
1019,5,F,T,F,F,F,F,T,N
1021,7,T,F,F,F,F,F,T,N
1022,27,T,F,F,F,F,F,T,N
1022,19,F,T,F,F,F,F,T,N
1023,39,T,F,F,F,F,F,T,N
1023,13,F,T,F,F,F,F,T,N
1024,5,T,F,F,F,F,F,T,N
1025,6,T,F,F,F,F,T,F,N
1025,27,F,T,F,F,F,T,F,Y
1025,11,F,F,T,F,F,T,F,N
1026,38,T,F,F,F,T,F,F,Y
1026,16,F,T,F,F,T,F,F,N
1026,10,F,F,T,F,T,F,F,Y
1026,6,F,F,F,T,T,F,F,N
1027,29,T,F,F,F,F,T,F,N
1027,57,F,T,F,F,F,T,F,Y
1029,2,T,F,F,F,F,T,F,N
1029,12,F,T,F,F,F,T,F,Y
1029,2,F,F,T,F,F,T,F,N
1029,6,F,F,F,T,F,T,F,Y
1030,98,T,F,F,F,T,F,F,Y
1030,28,F,T,F,F,T,F,F,N
1031,2,T,F,F,F,F,T,F,N
1031,13,F,T,F,F,F,T,F,Y
1031,2,F,F,T,F,F,T,F,N
1031,70,F,F,F,T,F,T,F,Y
1032,4,T,F,F,F,F,T,F,N
1032,15,F,T,F,F,F,T,F,Y
1032,12,F,F,T,F,F,T,F,N
1032,47,F,F,F,T,F,T,F,Y
1034,29,T,F,F,F,T,F,F,Y
1034,18,F,T,F,F,T,F,F,N
1034,43,F,F,T,F,T,F,F,Y
1034,2,F,F,F,T,T,F,F,N
1035,3,T,F,F,F,F,F,T,N
1035,1,F,T,F,F,F,F,T,N
1035,3,F,F,T,F,F,F,T,N
1036,12,T,F,F,F,F,T,F,N
1036,69,F,T,F,F,F,T,F,Y
1036,3,F,F,T,F,F,T,F,N
1036,9,F,F,F,T,F,T,F,Y
1037,11,T,F,F,F,F,T,F,N
1037,40,F,T,F,F,F,T,F,Y
1037,27,F,F,T,F,F,T,F,N
1037,88,F,F,F,T,F,T,F,Y
