questionId,trade_count,q1,q2,q3,q4,setA,setB,setN,active
1115,0,T,F,F,F,F,T,F,N
1116,0,T,F,F,F,F,T,F,N
1117,0,T,F,F,F,F,F,T,N
1118,0,T,F,F,F,F,T,F,N
1119,0,T,F,F,F,F,T,F,N
1120,0,T,F,F,F,F,F,T,N
1121,0,T,F,F,F,F,F,T,N
1122,0,T,F,F,F,F,F,T,N
1123,0,T,F,F,F,F,F,T,N
1124,0,T,F,F,F,F,F,T,N
1125,0,T,F,F,F,F,F,T,N
1126,0,T,F,F,F,F,T,F,N
1127,0,T,F,F,F,F,F,T,N
1128,0,T,F,F,F,F,F,T,N
1129,0,T,F,F,F,F,T,F,N
1130,0,T,F,F,F,F,F,T,N
1131,0,T,F,F,F,F,T,F,N
1132,0,T,F,F,F,F,F,T,N
1133,0,T,F,F,F,F,F,T,N
1134,0,T,F,F,F,F,F,T,N
1135,0,T,F,F,F,F,F,T,N
1136,0,T,F,F,F,F,T,F,N
1137,0,T,F,F,F,F,F,T,N
1138,0,T,F,F,F,F,F,T,N
1139,0,T,F,F,F,F,T,F,N
1140,0,T,F,F,F,F,T,F,N
1141,0,T,F,F,F,F,F,T,N
1142,0,T,F,F,F,F,F,T,N
1143,0,T,F,F,F,F,F,T,N
1144,0,T,F,F,F,F,F,T,N
1145,0,T,F,F,F,F,F,T,N
1146,0,T,F,F,F,F,F,T,N
1147,0,T,F,F,F,F,F,T,N
1148,0,T,F,F,F,F,F,T,N
1149,0,T,F,F,F,F,F,T,N
1150,0,T,F,F,F,F,F,T,N
1151,0,T,F,F,F,F,F,T,N
1152,0,T,F,F,F,F,F,T,N
1153,0,T,F,F,F,F,F,T,N
1154,0,T,F,F,F,F,F,T,N
1155,0,T,F,F,F,F,T,F,N
1156,0,T,F,F,F,F,F,T,N
1157,0,T,F,F,F,F,F,T,N
1158,0,T,F,F,F,F,F,T,N
1159,0,T,F,F,F,F,T,F,N
1161,0,T,F,F,F,F,F,T,N
1162,0,T,F,F,F,F,F,T,N
1163,0,T,F,F,F,F,F,T,N
1164,0,T,F,F,F,F,F,T,N
1165,0,T,F,F,F,F,F,T,N
1166,0,T,F,F,F,F,F,T,N
1167,0,T,F,F,F,F,F,T,N
1168,0,T,F,F,F,F,F,T,N
1169,0,T,F,F,F,F,F,T,N
1170,0,T,F,F,F,F,F,T,N
1171,0,T,F,F,F,F,F,T,N
1172,0,T,F,F,F,F,F,T,N
1173,0,T,F,F,F,F,F,T,N
1174,0,T,F,F,F,F,F,T,N
1175,0,T,F,F,F,F,F,T,N
1176,0,T,F,F,F,F,F,T,N
1178,0,T,F,F,F,F,F,T,N
1180,0,T,F,F,F,F,T,F,N
1181,0,T,F,F,F,F,F,T,N
1182,0,T,F,F,F,F,F,T,N
1183,0,T,F,F,F,F,F,T,N
1184,0,T,F,F,F,F,F,T,N
1186,0,T,F,F,F,F,F,T,N
1187,0,T,F,F,F,F,F,T,N
1188,0,T,F,F,F,F,F,T,N
1189,0,T,F,F,F,F,F,T,N
1191,0,T,F,F,F,F,F,T,N
1195,0,T,F,F,F,F,F,T,N
1196,0,T,F,F,F,F,F,T,N
1197,0,T,F,F,F,F,F,T,N
1198,0,T,F,F,F,F,F,T,N
1199,0,T,F,F,F,F,F,T,N
1200,0,T,F,F,F,F,F,T,N
1201,0,T,F,F,F,F,F,T,N
1202,0,T,F,F,F,F,F,T,N
1203,0,T,F,F,F,F,F,T,N
1204,0,T,F,F,F,F,F,T,N
1205,0,T,F,F,F,F,F,T,N
1206,0,T,F,F,F,F,F,T,N
1208,0,T,F,F,F,F,F,T,N
1209,0,T,F,F,F,F,F,T,N
1210,0,T,F,F,F,F,F,T,N
1213,0,T,F,F,F,F,F,T,N
1214,0,T,F,F,F,F,F,T,N
1215,0,T,F,F,F,F,F,T,N
1216,0,T,F,F,F,F,F,T,N
1219,0,T,F,F,F,F,F,T,N
1220,0,T,F,F,F,F,F,T,N
1221,0,T,F,F,F,F,F,T,N
1223,0,T,F,F,F,F,F,T,N
1226,0,T,F,F,F,F,F,T,N
1228,0,T,F,F,F,F,F,T,N
1229,0,T,F,F,F,F,F,T,N
1230,0,T,F,F,F,F,F,T,N
1232,0,T,F,F,F,F,F,T,N
1233,0,T,F,F,F,F,F,T,N
1236,0,T,F,F,F,F,F,T,N
1237,0,T,F,F,F,F,F,T,N
1238,0,T,F,F,F,F,F,T,N
1239,0,T,F,F,F,F,F,T,N
1243,0,T,F,F,F,F,F,T,N
1245,0,T,F,F,F,F,F,T,N
1246,0,T,F,F,F,F,F,T,N
8,4,F,T,F,F,F,F,T,N
18,0,F,T,F,F,F,F,T,N
21,2,F,T,F,F,F,F,T,N
24,2,F,T,F,F,F,F,T,N
25,2,F,T,F,F,F,F,T,N
26,2,F,T,F,F,F,F,T,N
27,3,F,T,F,F,F,F,T,N
28,2,F,T,F,F,F,F,T,N
29,0,F,T,F,F,F,F,T,N
30,2,F,T,F,F,F,F,T,N
31,3,F,T,F,F,F,F,T,N
32,4,F,T,F,F,F,F,T,N
33,1,F,T,F,F,F,F,T,N
34,1,F,T,F,F,F,F,T,N
36,0,F,T,F,F,F,F,T,N
43,0,F,T,F,F,F,T,F,Y
44,0,F,T,F,F,T,F,F,N
45,0,F,T,F,F,T,F,F,N
46,0,F,T,F,F,F,T,F,Y
47,0,F,T,F,F,F,T,F,Y
48,0,F,T,F,F,T,F,F,N
49,0,F,T,F,F,F,F,T,N
50,0,F,T,F,F,F,F,T,N
56,1,F,T,F,F,F,F,T,N
57,8,F,T,F,F,F,F,T,N
58,0,F,T,F,F,F,F,T,N
59,0,F,T,F,F,F,F,T,N
60,0,F,T,F,F,F,F,T,N
63,0,F,T,F,F,F,F,T,N
64,4,F,T,F,F,F,F,T,N
65,0,F,T,F,F,F,F,T,N
66,0,F,T,F,F,F,F,T,N
68,0,F,T,F,F,F,F,T,N
69,0,F,T,F,F,F,F,T,N
70,1,F,T,F,F,F,F,T,N
71,2,F,T,F,F,F,F,T,N
76,32,F,T,F,F,T,F,F,N
84,49,F,T,F,F,F,T,F,Y
102,85,F,T,F,F,F,T,F,Y
103,24,F,T,F,F,T,F,F,N
105,30,F,T,F,F,F,F,T,N
107,0,F,T,F,F,F,F,T,N
123,12,F,T,F,F,T,F,F,N
124,1,F,T,F,F,F,F,T,N
125,4,F,T,F,F,F,F,T,N
128,23,F,T,F,F,T,F,F,N
129,6,F,T,F,F,T,F,F,N
130,22,F,T,F,F,F,T,F,Y
132,10,F,T,F,F,F,F,T,N
133,19,F,T,F,F,F,F,T,N
134,1,F,T,F,F,F,F,T,N
135,0,F,T,F,F,F,F,T,N
136,6,F,T,F,F,F,F,T,N
137,2,F,T,F,F,F,F,T,N
138,15,F,T,F,F,T,F,F,N
139,23,F,T,F,F,F,T,F,Y
140,10,F,T,F,F,T,F,F,N
141,1,F,T,F,F,F,F,T,N
144,4,F,T,F,F,T,F,F,N
145,70,F,T,F,F,F,T,F,Y
146,15,F,T,F,F,F,F,T,N
147,4,F,T,F,F,F,F,T,N
148,1,F,T,F,F,F,F,T,N
151,2,F,T,F,F,F,F,T,N
152,1,F,T,F,F,F,F,T,N
154,32,F,T,F,F,T,F,F,N
156,2,F,T,F,F,F,F,T,N
158,19,F,T,F,F,T,F,F,N
161,0,F,T,F,F,F,F,T,N
162,0,F,T,F,F,F,F,T,N
167,0,F,T,F,F,F,F,T,N
170,1,F,T,F,F,F,F,T,N
171,6,F,T,F,F,F,F,T,N
172,45,F,T,F,F,F,T,F,Y
173,10,F,T,F,F,T,F,F,N
175,0,F,T,F,F,T,F,F,N
176,2,F,T,F,F,F,F,T,N
177,0,F,T,F,F,F,F,T,N
178,2,F,T,F,F,F,F,T,N
179,14,F,T,F,F,T,F,F,N
180,0,F,T,F,F,F,F,T,N
181,9,F,T,F,F,F,F,T,N
182,4,F,T,F,F,F,F,T,N
183,36,F,T,F,F,F,T,F,Y
184,5,F,T,F,F,T,F,F,N
188,50,F,T,F,F,F,T,F,Y
189,33,F,T,F,F,F,T,F,Y
190,47,F,T,F,F,F,T,F,Y
191,11,F,T,F,F,T,F,F,N
192,27,F,T,F,F,F,T,F,Y
193,17,F,T,F,F,T,F,F,N
194,49,F,T,F,F,F,T,F,Y
195,15,F,T,F,F,T,F,F,N
197,14,F,T,F,F,T,F,F,N
198,1,F,T,F,F,F,F,T,N
199,35,F,T,F,F,F,T,F,Y
200,0,F,T,F,F,F,F,T,N
201,22,F,T,F,F,T,F,F,N
204,25,F,T,F,F,T,F,F,N
205,17,F,T,F,F,F,T,F,Y
207,0,F,T,F,F,F,T,F,Y
208,14,F,T,F,F,T,F,F,N
209,59,F,T,F,F,F,T,F,Y
212,25,F,T,F,F,F,T,F,Y
213,59,F,T,F,F,F,T,F,Y
214,1,F,T,F,F,F,F,T,N
215,1,F,T,F,F,F,F,T,N
216,12,F,T,F,F,T,F,F,N
217,26,F,T,F,F,F,T,F,Y
220,30,F,T,F,F,F,T,F,Y
224,28,F,T,F,F,T,F,F,N
225,0,F,T,F,F,F,F,T,N
226,1,F,T,F,F,F,F,T,N
227,1,F,T,F,F,F,F,T,N
228,8,F,T,F,F,F,F,T,N
229,27,F,T,F,F,T,F,F,N
230,8,F,T,F,F,T,F,F,N
231,6,F,T,F,F,F,F,T,N
253,5,F,T,F,F,T,F,F,N
254,2,F,T,F,F,F,T,F,Y
257,8,F,T,F,F,F,T,F,Y
287,1,F,T,F,F,F,F,T,N
290,1,F,T,F,F,F,F,T,N
291,1,F,T,F,F,F,F,T,N
292,1,F,T,F,F,F,F,T,N
293,1,F,T,F,F,F,F,T,N
294,1,F,T,F,F,F,F,T,N
295,1,F,T,F,F,F,F,T,N
296,1,F,T,F,F,F,F,T,N
297,2,F,T,F,F,F,F,T,N
298,1,F,T,F,F,F,F,T,N
299,1,F,T,F,F,F,F,T,N
300,1,F,T,F,F,F,F,T,N
301,1,F,T,F,F,F,F,T,N
302,0,F,T,F,F,F,F,T,N
307,16,F,T,F,F,F,T,F,Y
309,17,F,T,F,F,T,F,F,N
310,0,F,T,F,F,F,F,T,N
311,0,F,T,F,F,F,F,T,N
312,0,F,T,F,F,F,F,T,N
313,4,F,T,F,F,F,F,T,N
314,8,F,T,F,F,T,F,F,N
315,0,F,T,F,F,F,F,T,N
316,6,F,T,F,F,T,F,F,N
317,3,F,T,F,F,F,F,T,N
318,4,F,T,F,F,F,F,T,N
320,15,F,T,F,F,F,F,T,N
321,61,F,T,F,F,T,F,F,N
322,2,F,T,F,F,F,F,T,N
326,17,F,T,F,F,T,F,F,N
327,1,F,T,F,F,F,F,T,N
328,23,F,T,F,F,T,F,F,N
330,0,F,T,F,F,F,F,T,N
332,1,F,T,F,F,F,F,T,N
333,8,F,T,F,F,T,F,F,N
334,23,F,T,F,F,F,T,F,Y
336,0,F,T,F,F,F,F,T,N
337,4,F,T,F,F,F,T,F,Y
338,18,F,T,F,F,T,F,F,N
341,38,F,T,F,F,F,T,F,Y
342,16,F,T,F,F,F,T,F,Y
343,70,F,T,F,F,F,T,F,Y
345,9,F,T,F,F,T,F,F,N
346,0,F,T,F,F,F,F,T,N
347,13,F,T,F,F,T,F,F,N
349,1,F,T,F,F,F,T,F,Y
350,0,F,T,F,F,F,F,T,N
351,0,F,T,F,F,F,F,T,N
352,30,F,T,F,F,F,T,F,Y
353,1,F,T,F,F,F,F,T,N
355,14,F,T,F,F,T,F,F,N
357,15,F,T,F,F,T,F,F,N
358,11,F,T,F,F,T,F,F,N
359,65,F,T,F,F,F,T,F,Y
360,102,F,T,F,F,F,T,F,Y
361,0,F,T,F,F,F,T,F,Y
362,0,F,T,F,F,F,F,T,N
363,1,F,T,F,F,F,F,T,N
369,8,F,T,F,F,T,F,F,N
370,4,F,T,F,F,F,T,F,Y
372,2,F,T,F,F,F,T,F,Y
374,0,F,T,F,F,T,F,F,N
375,54,F,T,F,F,F,T,F,Y
376,14,F,T,F,F,T,F,F,N
377,35,F,T,F,F,T,F,F,N
379,4,F,T,F,F,F,F,T,N
382,98,F,T,F,F,F,T,F,Y
384,20,F,T,F,F,T,F,F,N
386,20,F,T,F,F,T,F,F,N
387,0,F,T,F,F,F,F,T,N
393,19,F,T,F,F,F,T,F,Y
399,42,F,T,F,F,F,T,F,Y
400,2,F,T,F,F,F,F,T,N
402,4,F,T,F,F,F,F,T,N
403,33,F,T,F,F,T,F,F,N
404,44,F,T,F,F,F,T,F,Y
405,8,F,T,F,F,F,T,F,Y
406,1,F,T,F,F,F,F,T,N
409,1,F,T,F,F,F,F,T,N
410,1,F,T,F,F,F,T,F,Y
411,0,F,T,F,F,F,F,T,N
413,11,F,T,F,F,F,T,F,Y
414,2,F,T,F,F,F,F,T,N
416,8,F,T,F,F,T,F,F,N
417,27,F,T,F,F,F,T,F,Y
418,17,F,T,F,F,T,F,F,N
419,18,F,T,F,F,T,F,F,N
420,48,F,T,F,F,T,F,F,N
421,1,F,T,F,F,F,F,T,N
422,25,F,T,F,F,F,T,F,Y
424,0,F,T,F,F,F,F,T,N
425,16,F,T,F,F,T,F,F,N
426,21,F,T,F,F,F,T,F,Y
427,6,F,T,F,F,F,F,T,N
428,10,F,T,F,F,T,F,F,N
431,0,F,T,F,F,F,F,T,N
435,0,F,T,F,F,F,F,T,N
436,0,F,T,F,F,F,F,T,N
437,0,F,T,F,F,F,F,T,N
438,12,F,T,F,F,T,F,F,N
439,1,F,T,F,F,F,F,T,N
440,1,F,T,F,F,F,F,T,N
441,0,F,T,F,F,F,F,T,N
442,2,F,T,F,F,F,F,T,N
443,0,F,T,F,F,F,F,T,N
445,33,F,T,F,F,F,T,F,Y
446,4,F,T,F,F,F,F,T,N
447,23,F,T,F,F,T,F,F,N
448,11,F,T,F,F,T,F,F,N
449,0,F,T,F,F,F,F,T,N
450,1,F,T,F,F,F,F,T,N
451,10,F,T,F,F,T,F,F,N
452,24,F,T,F,F,T,F,F,N
453,1,F,T,F,F,F,F,T,N
454,34,F,T,F,F,T,F,F,N
455,0,F,T,F,F,F,F,T,N
456,0,F,T,F,F,F,F,T,N
459,57,F,T,F,F,F,T,F,Y
465,0,F,T,F,F,F,T,F,Y
466,45,F,T,F,F,F,T,F,Y
467,24,F,T,F,F,T,F,F,N
468,11,F,T,F,F,T,F,F,N
469,50,F,T,F,F,F,T,F,Y
483,2,F,T,F,F,F,F,T,N
484,10,F,T,F,F,F,F,T,N
508,1,F,T,F,F,F,F,T,N
511,0,F,T,F,F,F,T,F,Y
529,27,F,T,F,F,T,F,F,N
531,2,F,T,F,F,F,F,T,N
532,0,F,T,F,F,F,F,T,N
533,15,F,T,F,F,F,T,F,Y
534,0,F,T,F,F,F,F,T,N
535,0,F,T,F,F,F,F,T,N
540,0,F,T,F,F,F,F,T,N
541,0,F,T,F,F,F,F,T,N
547,2,F,T,F,F,F,F,T,N
548,0,F,T,F,F,F,F,T,N
549,1,F,T,F,F,F,F,T,N
551,20,F,T,F,F,F,T,F,Y
552,100,F,T,F,F,F,T,F,Y
553,10,F,T,F,F,T,F,F,N
554,25,F,T,F,F,F,T,F,Y
555,5,F,T,F,F,F,F,T,N
556,30,F,T,F,F,F,F,T,N
557,0,F,T,F,F,F,F,T,N
558,0,F,T,F,F,F,F,T,N
559,8,F,T,F,F,F,T,F,Y
560,13,F,T,F,F,F,T,F,Y
561,3,F,T,F,F,T,F,F,N
562,8,F,T,F,F,F,T,F,Y
565,17,F,T,F,F,T,F,F,N
566,30,F,T,F,F,F,T,F,Y
568,0,F,T,F,F,F,F,T,N
577,0,F,T,F,F,F,F,T,N
579,1,F,T,F,F,F,F,T,N
580,20,F,T,F,F,F,T,F,Y
581,2,F,T,F,F,T,F,F,N
582,32,F,T,F,F,F,T,F,Y
583,21,F,T,F,F,T,F,F,N
584,36,F,T,F,F,F,T,F,Y
586,4,F,T,F,F,F,F,T,N
587,22,F,T,F,F,F,T,F,Y
588,16,F,T,F,F,T,F,F,N
607,14,F,T,F,F,T,F,F,N
608,0,F,T,F,F,F,F,T,N
609,8,F,T,F,F,T,F,F,N
616,20,F,T,F,F,F,T,F,Y
620,79,F,T,F,F,T,F,F,N
622,22,F,T,F,F,T,F,F,N
623,18,F,T,F,F,F,T,F,Y
624,28,F,T,F,F,F,T,F,Y
625,17,F,T,F,F,T,F,F,N
628,47,F,T,F,F,F,T,F,Y
629,8,F,T,F,F,F,F,T,N
631,4,F,T,F,F,F,F,T,N
632,27,F,T,F,F,F,T,F,Y
633,13,F,T,F,F,T,F,F,N
634,0,F,T,F,F,F,F,T,N
635,8,F,T,F,F,T,F,F,N
636,2,F,T,F,F,F,F,T,N
637,19,F,T,F,F,F,F,T,N
638,4,F,T,F,F,F,F,T,N
639,0,F,T,F,F,F,F,T,N
640,0,F,T,F,F,F,T,F,Y
644,2,F,T,F,F,T,F,F,N
646,2,F,T,F,F,F,F,T,N
647,13,F,T,F,F,T,F,F,N
649,0,F,T,F,F,F,T,F,Y
650,1,F,T,F,F,F,F,T,N
651,1,F,T,F,F,F,F,T,N
653,13,F,T,F,F,F,F,T,N
654,12,F,T,F,F,T,F,F,N
656,31,F,T,F,F,F,T,F,Y
657,1,F,T,F,F,F,F,T,N
659,0,F,T,F,F,F,T,F,Y
663,2,F,T,F,F,T,F,F,N
664,8,F,T,F,F,F,T,F,Y
665,3,F,T,F,F,T,F,F,N
666,31,F,T,F,F,F,T,F,Y
668,1,F,T,F,F,F,F,T,N
670,10,F,T,F,F,T,F,F,N
673,0,F,T,F,F,F,T,F,Y
675,3,F,T,F,F,F,F,T,N
678,0,F,T,F,F,F,F,T,N
679,10,F,T,F,F,T,F,F,N
680,0,F,T,F,F,F,F,T,N
681,3,F,T,F,F,F,T,F,Y
682,6,F,T,F,F,F,F,T,N
683,0,F,T,F,F,F,F,T,N
684,26,F,T,F,F,T,F,F,N
686,0,F,T,F,F,F,F,T,N
688,0,F,T,F,F,F,F,T,N
689,1,F,T,F,F,F,F,T,N
690,0,F,T,F,F,F,F,T,N
691,0,F,T,F,F,F,F,T,N
692,0,F,T,F,F,F,F,T,N
693,10,F,T,F,F,T,F,F,N
694,6,F,T,F,F,F,F,T,N
696,8,F,T,F,F,F,F,T,N
697,26,F,T,F,F,F,F,T,N
701,0,F,T,F,F,F,F,T,N
702,23,F,T,F,F,T,F,F,N
703,17,F,T,F,F,F,T,F,Y
704,24,F,T,F,F,T,F,F,N
705,45,F,T,F,F,F,T,F,Y
706,15,F,T,F,F,T,F,F,N
708,17,F,T,F,F,F,T,F,Y
709,5,F,T,F,F,F,F,T,N
710,9,F,T,F,F,T,F,F,N
711,0,F,T,F,F,F,F,T,N
712,0,F,T,F,F,F,F,T,N
714,1,F,T,F,F,F,F,T,N
715,3,F,T,F,F,T,F,F,N
717,36,F,T,F,F,F,T,F,Y
718,43,F,T,F,F,F,T,F,Y
719,13,F,T,F,F,T,F,F,N
720,35,F,T,F,F,T,F,F,N
721,9,F,T,F,F,F,F,T,N
722,1,F,T,F,F,F,F,T,N
723,9,F,T,F,F,F,T,F,Y
724,10,F,T,F,F,T,F,F,N
725,2,F,T,F,F,F,F,T,N
726,17,F,T,F,F,T,F,F,N
727,10,F,T,F,F,F,T,F,Y
729,11,F,T,F,F,F,F,T,N
731,6,F,T,F,F,F,F,T,N
732,20,F,T,F,F,F,T,F,Y
733,35,F,T,F,F,F,T,F,Y
734,4,F,T,F,F,F,F,T,N
736,0,F,T,F,F,F,F,T,N
740,0,F,T,F,F,F,F,T,N
741,19,F,T,F,F,T,F,F,N
742,7,F,T,F,F,F,F,T,N
743,0,F,T,F,F,F,F,T,N
744,0,F,T,F,F,F,F,T,N
745,2,F,T,F,F,T,F,F,N
746,0,F,T,F,F,F,F,T,N
748,20,F,T,F,F,F,F,T,N
749,0,F,T,F,F,F,F,T,N
753,1,F,T,F,F,F,F,T,N
755,2,F,T,F,F,F,F,T,N
756,0,F,T,F,F,F,F,T,N
757,0,F,T,F,F,F,F,T,N
759,2,F,T,F,F,F,F,T,N
760,0,F,T,F,F,F,F,T,N
761,10,F,T,F,F,F,T,F,Y
762,0,F,T,F,F,F,F,T,N
768,0,F,T,F,F,F,F,T,N
769,3,F,T,F,F,F,F,T,N
770,0,F,T,F,F,F,F,T,N
771,22,F,T,F,F,F,F,T,N
772,11,F,T,F,F,F,F,T,N
773,1,F,T,F,F,F,F,T,N
774,10,F,T,F,F,T,F,F,N
776,28,F,T,F,F,F,T,F,Y
777,5,F,T,F,F,F,F,T,N
778,1,F,T,F,F,F,F,T,N
779,0,F,T,F,F,F,F,T,N
782,0,F,T,F,F,F,F,T,N
783,0,F,T,F,F,F,F,T,N
786,7,F,T,F,F,T,F,F,N
787,11,F,T,F,F,F,T,F,Y
788,1,F,T,F,F,F,F,T,N
789,0,F,T,F,F,F,T,F,Y
790,0,F,T,F,F,F,F,T,N
791,11,F,T,F,F,T,F,F,N
792,9,F,T,F,F,F,T,F,Y
793,2,F,T,F,F,T,F,F,N
794,6,F,T,F,F,F,T,F,Y
795,3,F,T,F,F,F,F,T,N
796,1,F,T,F,F,F,F,T,N
798,1,F,T,F,F,F,F,T,N
799,0,F,T,F,F,F,F,T,N
801,21,F,T,F,F,T,F,F,N
802,23,F,T,F,F,F,T,F,Y
803,28,F,T,F,F,F,T,F,Y
804,7,F,T,F,F,F,F,T,N
805,1,F,T,F,F,F,F,T,N
806,0,F,T,F,F,F,F,T,N
809,0,F,T,F,F,F,F,T,N
812,14,F,T,F,F,F,F,T,N
813,12,F,T,F,F,F,F,T,N
816,7,F,T,F,F,T,F,F,N
817,2,F,T,F,F,F,T,F,Y
818,18,F,T,F,F,T,F,F,N
819,23,F,T,F,F,T,F,F,N
820,3,F,T,F,F,F,F,T,N
821,3,F,T,F,F,F,F,T,N
822,8,F,T,F,F,T,F,F,N
823,0,F,T,F,F,F,F,T,N
824,1,F,T,F,F,F,F,T,N
825,1,F,T,F,F,F,F,T,N
826,0,F,T,F,F,F,F,T,N
827,2,F,T,F,F,F,F,T,N
835,0,F,T,F,F,F,T,F,Y
837,47,F,T,F,F,F,T,F,Y
838,52,F,T,F,F,F,T,F,Y
839,14,F,T,F,F,T,F,F,N
841,1,F,T,F,F,F,F,T,N
842,36,F,T,F,F,T,F,F,N
844,2,F,T,F,F,F,F,T,N
845,3,F,T,F,F,F,T,F,Y
846,5,F,T,F,F,F,T,F,Y
847,1,F,T,F,F,T,F,F,N
848,4,F,T,F,F,F,T,F,Y
850,0,F,T,F,F,F,F,T,N
851,5,F,T,F,F,T,F,F,N
853,0,F,T,F,F,T,F,F,N
856,8,F,T,F,F,T,F,F,N
857,18,F,T,F,F,F,T,F,Y
858,7,F,T,F,F,T,F,F,N
859,8,F,T,F,F,F,T,F,Y
860,6,F,T,F,F,F,T,F,Y
861,36,F,T,F,F,F,T,F,Y
862,6,F,T,F,F,F,T,F,Y
863,16,F,T,F,F,T,F,F,N
864,7,F,T,F,F,F,F,T,N
865,32,F,T,F,F,F,T,F,Y
866,6,F,T,F,F,F,T,F,Y
867,54,F,T,F,F,F,T,F,Y
868,1,F,T,F,F,F,F,T,N
869,0,F,T,F,F,F,F,T,N
871,0,F,T,F,F,F,F,T,N
872,2,F,T,F,F,F,F,T,N
873,1,F,T,F,F,F,F,T,N
875,5,F,T,F,F,T,F,F,N
876,7,F,T,F,F,T,F,F,N
877,9,F,T,F,F,F,T,F,Y
878,10,F,T,F,F,F,T,F,Y
879,2,F,T,F,F,F,F,T,N
880,96,F,T,F,F,F,T,F,Y
882,0,F,T,F,F,F,F,T,N
883,1,F,T,F,F,F,F,T,N
884,0,F,T,F,F,F,F,T,N
885,0,F,T,F,F,F,F,T,N
887,0,F,T,F,F,F,F,T,N
888,0,F,T,F,F,F,F,T,N
892,0,F,T,F,F,F,F,T,N
894,0,F,T,F,F,F,T,F,Y
895,17,F,T,F,F,T,F,F,N
896,3,F,T,F,F,F,T,F,Y
897,0,F,T,F,F,T,F,F,N
898,0,F,T,F,F,F,T,F,Y
899,0,F,T,F,F,F,T,F,Y
900,11,F,T,F,F,T,F,F,N
901,19,F,T,F,F,F,T,F,Y
902,1,F,T,F,F,F,F,T,N
905,11,F,T,F,F,T,F,F,N
906,108,F,T,F,F,F,T,F,Y
907,93,F,T,F,F,F,T,F,Y
908,0,F,T,F,F,F,F,T,N
909,4,F,T,F,F,F,F,T,N
910,8,F,T,F,F,T,F,F,N
912,2,F,T,F,F,F,F,T,N
913,1,F,T,F,F,F,F,T,N
914,5,F,T,F,F,F,F,T,N
915,0,F,T,F,F,F,F,T,N
916,3,F,T,F,F,F,F,T,N
917,105,F,T,F,F,F,T,F,Y
918,67,F,T,F,F,T,F,F,N
919,0,F,T,F,F,F,F,T,N
920,1,F,T,F,F,T,F,F,N
921,0,F,T,F,F,F,F,T,N
922,0,F,T,F,F,T,F,F,N
923,0,F,T,F,F,T,F,F,N
924,25,F,T,F,F,F,T,F,Y
925,5,F,T,F,F,T,F,F,N
926,1,F,T,F,F,T,F,F,N
927,9,F,T,F,F,T,F,F,N
928,12,F,T,F,F,F,T,F,Y
929,2,F,T,F,F,T,F,F,N
931,4,F,T,F,F,T,F,F,N
932,6,F,T,F,F,F,T,F,Y
933,3,F,T,F,F,T,F,F,N
934,12,F,T,F,F,F,T,F,Y
935,0,F,T,F,F,F,F,T,N
936,19,F,T,F,F,T,F,F,N
937,65,F,T,F,F,F,T,F,Y
938,0,F,T,F,F,F,F,T,N
939,0,F,T,F,F,F,T,F,Y
940,31,F,T,F,F,T,F,F,N
941,0,F,T,F,F,T,F,F,N
942,1,F,T,F,F,T,F,F,N
943,4,F,T,F,F,T,F,F,N
944,1,F,T,F,F,T,F,F,N
946,0,F,T,F,F,F,F,T,N
947,34,F,T,F,F,F,T,F,Y
948,61,F,T,F,F,F,T,F,Y
949,22,F,T,F,F,F,T,F,Y
951,6,F,T,F,F,F,T,F,Y
952,40,F,T,F,F,F,T,F,Y
953,25,F,T,F,F,F,T,F,Y
954,16,F,T,F,F,F,T,F,Y
956,7,F,T,F,F,F,T,F,Y
957,9,F,T,F,F,T,F,F,N
958,7,F,T,F,F,T,F,F,N
959,1,F,T,F,F,T,F,F,N
961,6,F,T,F,F,T,F,F,N
962,8,F,T,F,F,T,F,F,N
963,3,F,T,F,F,T,F,F,N
964,1,F,T,F,F,T,F,F,N
966,5,F,T,F,F,T,F,F,N
967,12,F,T,F,F,F,T,F,Y
968,39,F,T,F,F,F,T,F,Y
969,8,F,T,F,F,F,T,F,Y
971,33,F,T,F,F,F,T,F,Y
972,23,F,T,F,F,F,T,F,Y
973,46,F,T,F,F,F,T,F,Y
974,18,F,T,F,F,F,T,F,Y
975,15,F,T,F,F,F,T,F,Y
977,32,F,T,F,F,T,F,F,N
978,7,F,T,F,F,T,F,F,N
979,1,F,T,F,F,T,F,F,N
981,1,F,T,F,F,T,F,F,N
982,104,F,T,F,F,F,T,F,Y
983,32,F,T,F,F,F,T,F,Y
984,3,F,T,F,F,F,T,F,Y
986,2,F,T,F,F,F,T,F,Y
987,31,F,T,F,F,T,F,F,N
988,6,F,T,F,F,T,F,F,N
989,1,F,T,F,F,T,F,F,N
991,2,F,T,F,F,T,F,F,N
992,1,F,T,F,F,F,F,T,N
993,3,F,T,F,F,F,F,T,N
994,57,F,T,F,F,F,F,T,N
995,2,F,T,F,F,F,F,T,N
996,4,F,T,F,F,F,F,T,N
997,0,F,T,F,F,F,F,T,N
998,1,F,T,F,F,F,F,T,N
999,0,F,T,F,F,F,F,T,N
1001,1,F,T,F,F,F,F,T,N
1002,1,F,T,F,F,F,F,T,N
1003,2,F,T,F,F,F,F,T,N
1004,15,F,T,F,F,T,F,F,N
1006,2,F,T,F,F,F,F,T,N
1007,0,F,T,F,F,T,F,F,N
1008,6,F,T,F,F,F,T,F,Y
